Product Name,Description,Product Description,ASIN,Manufacturer
Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,"Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Intuitive Access : Cushioned Back Panel & Shoulder Straps : Lightweight. Bartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting Zippers. Padded Velcro'ed Sleeve fits upto 15.6"" Laptop : Padded Base. Outer material type: Polyester. ","Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.", B097KGL2M5, Gear
Amazon Brand - Solimo Sling Bag (Maroon),"Outer Material: Nylon, Color: Black. Capacity: 15 liters; Weight: 120 grams; Dimensions: 45 cms x 30 cms x 5 cms (LxWxH). Lock Type: Key Lock, Number of Wheels: 0, Number of compartments: 3. Laptop Compatibility: Yes, Laptop Size: 14 inches. Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase. ","This spacious messenger bag has the total capacity of 15 litres. The bag is further segregated into 3 compartments, including a padded laptop compartment which is ideal for carrying laptops up to 15.6 inches. This laptop backpack sports the utilitarian Dimensions of 32 cm x 16 cm x 48 cm (L x b x H). this bag will allow you to carry your laptop and its various peripherals in a safe and organized manner without having to worry about space.", B07S63LC4P, Flab International Pvt. Ltd.
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap","Style meets Function: Designed for 15.6” Lenovo laptops, the backpack walks the line between function and form. It utilizes durable materials, and robust features set to cater to its audience's every need. Ideal for professionals looking for a stylish and versatile backpack for a variety of occasions. Sturdy & Durable: Fleece-lined laptop compartment that fights dust and damage. Water-resistant, joint material design and tough coated base help withstand daily wear and tear. Travel friendly backpack with Uncompromising storage space for devices and essentials: The backpack comes with a ventilated and well-padded back panel for extra breathability. Adjustable shoulder straps offer the perfect fit. Spacious main compartment and Stretchy polyester side pockets offer quick access to your essentials. Styled in classic dark blue and dark grey, the colors accentuate the sturdy materials the bag is constructed of. ",, B08R7S55H4, Lenovo
ZIPLOC Polyester 42 Liters Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack ( Black ),"LARGE CAPACITY - Travel laptop backpack for men for large storage and organization for small items.; COMFY&STURDY: Comfortable airflow back design with thick but soft multi-panel ventilated padding, gives you maximum back support. Breathable and adjustable shoulder straps relieve the stress of shoulder. Foam padded top handle for a long time carry on. DIMENSION AND DURABLE MATERIAL- Size of large backpack: 19 x 6 x 13 (inch) perfect to throw under your seat on an airplane when you are traveling or on business trip. Capacity: 42 L. The back-luggage strap can help you fasten the carry-on backpack to your luggage/suitcase. It's a travel gift for men and an accessory for international airplane travel and day trip.. DURABLE MATERIAL& SERVICE SUPPORT: Made of polyester with high quality smooth zippers and reinforced stitching for Long lasting durability. multi-functional work bagpack to carry on items, college/high school big student backpack for boys, girls, teens, adults. Compartment Description: Up To 17 Inches; Style Name: Travel Backpacks; Pattern Name: Solid; Water Resistance Level: Water Resistant. ",, B099FFLQ5Q, Lenovo
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",Handcrafted with care and made up of premium quality robust material. ,, B0B69M182Q, Acefour Accessories Pvt. Ltd.
"EUME Crystal 22 Liters 1 Large Compartment Laptop Backpacks Fit Up to 14-inch Laptop Anti-Theft Zipper Polyester Fabric College, Office, and Mini Business Trip Travel Bags - Grey","The Eume Crystal Bag comes with 1 large compartment, 1 easy-access pocket in front, and 1 side pocket with a zipper for a water bottle.. Large compartment dedicated to tech-safe that can store laptops up to 14 inches and an extra compartment for notepad, another space with 2 small pockets for chargers, earphones, or wallets, and 1 pen holder.. It's water-resistant, good quality, non-slip zipper pull cord rope ends lock, and light weight. It has padded adjustable shoulder straps and a trolley support strap for maximum comfort and to make your travel journey happier.. Dimensions of Backpack: 12.5 x 9.5 x 18 inches; Bag Weight: 625 grams; Capacity: 22 liters; Fabric: Polyester. The Eume Crystal Backpack comes with a 1-year warranty against manufacturing defects.. ",, B07GLTYX1C, EUME
Large 45L Laptop Backpack Unisex Backpack |School Bag| |College Bag Blufin Bags,school bag. backpack. college bag. Closure Type: Zipper; Pattern Name: Solid; Special Features: Laptop Compartment; Style Name: Casual; Strap Type: Cross-Body; Age Range Description: Big Kid; Water Resistance Level: Water Resistant. . ,"30% Extra Storage We Indians tend to carry a lot of stuff in our backpacks. Blufin Backpacks comes with spacious compartments. Maximized Comfort with Padded, Breathable Back System Its adjustable shoulder straps with padded air mesh and back padding ensure long-lasting comfort while carrying this backpack. Durable Its high-quality fabric and seam strength ensure that this backpack lasts long, even if you use it all day, everyday. Lightweight Eco-friendly Fabric Designed with an eco-friendly, virgin polyester fabric, this bag is lightweight and easy to carry. Water- and Stain-resistant Take this backpack with you everywhere you go, to office or to a trek, without worrying about damage as it’s stain-resistant and fluid-resistant.", B09TRTTVBG, bluecraft in telangana hyderabad
"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)","Premium Durable Material - Travel duffel bag is made of high quality,durable material.. Separate Shoes Compartment - Built-in extra shoes compartment with exterior zippers to keep your shoes and clean sport gears separate.. Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.. Detachable Belts - Removable Belts for Multi-Purpose use.. Abundance of Storage - Large capacity,meet your requirement for sure and keep your stuff in order. What an amazing design for Sport Bag!. ",, B07ZC77WTW, Sfane
Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black,"“COMPATIBLE WITH 15.6 INCH LAPTOP”: This organizer briefcase dimension fits up to 15.6 inch laptop. Dimensions: 40cm x 5.5cm x 30cm; Weight: 435g.. “HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This toploader features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items. “INTEGRATED LUGGAGE STRAP FOR MORE CONVENIENT TRAVEL”:A fully adjustable shoulder straps make it comfortable for all-day use.. “CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick-access pocket ensure convenient access. ""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for college, school, travel and outdoor activities, daily commuters and all types of travelers who just looking for compact but stylish bag. Multiple colors for choice. Warranty NA. “IN-THE-BOX”: 15.6-inch Briefcase. Country of Origin: China. ",, B075Y6Y9H5 ," No 30,tachua road futian free trade zobehenzhen china "
Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag,"Lavie Broxa sling is a stylish carry for women. It is trendy, light weight, spacious and available in beautiful multiple colors. The bag is beautifully crafted from premium man-made leather with latest saffiano texture & wavy stitch pattern at the front. The bag has a well-stitched inner lining for easy accessibility and storage.. Dimension: 21.5 cm in length X 9 cm in width X 15 cm in height. Broxa sling bag has a flat bottom to keep your essentials intact. Interior has 1 main compartment, with a flap closure on top for safety. Inside the bags there is 1 slip pocket alongside 1 zip pocket, providing space for keeping your phone, portable charger, coins, sanitizer etc. The bag also has adjustable sling strap to carry it in various ways, fastened with gold toned hardware.. This sling is perfect for ladies to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with a playsuit, a basic crop top & jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions. ","Complete your modish look with this ultra-modern sling bag by Lavie - Featuring intricately geometric patterns, individual pockets to organize everyday essentials, and snap fastening for convenient security, this red piece has been designed to flaunt an alluring appeal. This sling bag is an ideal example of what today's fashionista deserves: a blend of trend and substance.", B08JDG1NKX, Lavie
"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","Care Instructions: Hand Wash Only. Well Organized compartment ,Security Back Pocket. ","A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self", B0BTD4S4XF, EXPERTS
